ID,Name,link,type1,type2,lat,lon,District,Address,Map_Link,note,Website
1,Trung Tâm Âm Nhạc EQMusic,https://www.facebook.com/eqmusicmd,"Hát, Nhạc cụ","Đào tạo người lớn, Đào tạo nhí",21.02893,105.766338,Phường Từ Liêm,"WinMart+, Phố Trần Hữu Dực, Phường Từ Liêm, Hà Nội, 10085, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+%C3%82m+Nh%E1%BA%A1c+EQMusic/data=!4m7!3m6!1s0x3134550d73fd407d:0xab771bb94ddc2387!8m2!3d21.02893!4d105.7663382!16s%2Fg%2F11j017q9jq!19sChIJfUD9cw1VNDERhyPcTbkbd6s?authuser=0&hl=en&rclk=1,bài bản,https://www.facebook.com/eqmusicmd
2,University of Theater and Performing Arts of Hanoi,http://skda.edu.vn/,"Diễn viên, Người mẫu",Đào tạo người lớn,21.040477,105.77552,Phường Phú Diễn,"Phường Phú Diễn, Hà Nội, 10085, Việt Nam",https://www.google.com/maps/place/University+of+Theater+and+Performing+Arts+of+Hanoi/data=!4m7!3m6!1s0x313454c99118ed37:0x47ae4d512aa9200b!8m2!3d21.0404766!4d105.7755202!16s%2Fg%2F11b66fzbfg!19sChIJN-0YkclUNDERCyCpKlFNrkc?authuser=0&hl=en&rclk=1,Chuyên nghiệp,http://skda.edu.vn/
3,Vietnam National Academy of Music,http://www.vnam.edu.vn/,Hát,Đào tạo người lớn,21.022791,105.826219,Phường Ô Chợ Dừa,"Học viện Âm nhạc Quốc gia Việt Nam, Phố Hào Nam, Phường Ô Chợ Dừa, Hà Nội, 11511, Việt Nam",https://www.google.com/maps/place/Vietnam+National+Academy+of+Music/data=!4m7!3m6!1s0x3135ab77a0080205:0x5b451235586cb204!8m2!3d21.0227907!4d105.8262187!16s%2Fm%2F0284g1q!19sChIJBQIIoHerNTERBLJsWDUSRVs?authuser=0&hl=en&rclk=1,Chuyên nghiệp,http://www.vnam.edu.vn/
5,Trung Tâm Bồi Dưỡng Kỹ Năng Ngôi Sao Việt,https://www.facebook.com/ngoisaoviet.87linhnam/?locale=vi_VN,"Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",20.994294,105.856714,Phường Tương Mai,"Thăng Long Garden, Phường Tương Mai, Hà Nội, 11715, Việt Nam", ,"Đào tạo chứng chỉ, bài bản", 
6,MVP - Master of Voice Power,https://www.facebook.com/MasterofVoicePower/?locale=vi_VN,"MC, Kỹ năng mềm khác",Đào tạo người lớn,21.034464,105.817702,Phường Ngọc Hà,"Ngõ 27 Phố Vạn Bảo, Phường Ngọc Hà, Hà Nội, 11119, Việt Nam", ,Đào tạo giọng nói, 
8,Trung tâm Nghệ Thuật Like Music,https://www.facebook.com/LikeMusicCenter/?locale=vi_VN,"Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,20.983701,105.808448,Phường Thanh Liệt,"Eco Green City, Phường Thanh Liệt, Hà Nội, 10135, Việt Nam", ,Gần đây ít hoạt động, 
9,Trung Tâm Âm Nhạc Hoa Mặt Trời,https://www.facebook.com/hoamattroi.musiccenter/?locale=vi_VN,Nhạc cụ,Đào tạo nhí,20.993572,105.836333,Phường Phương Liệt,"Ngõ 14 Phố Nguyễn Lân, Phường Phương Liệt, Hà Nội, 11412, Việt Nam", ,Gần đây k thấy HĐ, 
10,Trung Tâm Âm Nhạc HANON MUSIC,https://www.facebook.com/HanonmusicHN/,Nhạc cụ,Đào tạo nhí,20.981128,105.807907,Phường Thanh Liệt,"Ngõ 300 Nguyễn Xiển, Phường Thanh Liệt, Hà Nội, 10135, Việt Nam",  https://www.google.com/maps/place/Trung+T%C3%A2m+%C3%82m+Nh%E1%BA%A1c+HANON+MUSIC/data=!4m7!3m6!1s0x3135adf61a4a2c21:0xc921530218ebd908!8m2!3d20.9811215!4d105.8079979!16s%2Fg%2F11jz04y6ft!19sChIJISxKGvatNTERCNnrGAJTIck?authuser=0&hl=en&rclk=1 ,Gần đây k thấy hoạt động,  
11,Trung Tâm Đào Tạo Ngôi Sao Nhí Anli Academy,https://www.facebook.com/trungtamngoisaonhi/?locale=vi_VN,"MC, Người mẫu",Đào tạo nhí,21.032116,105.796771,Phường Cầu Giấy,"Ngách 48 Ngõ 165 Đường Cầu Giấy, Dịch Vọng Trung, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam", ,Gần đây không hoạt động, 
12,Trung Tâm Đào Tạo Người Mẫu Nhí Lovely Kids,https://www.facebook.com/phuong27041997/photos,Người mẫu,Đào tạo nhí,21.009629,105.806332,Phường Yên Hòa,"Hoàng Ngân Plaza, 125, Phố Hoàng Ngân, Khu đô thị Trung Hòa – Nhân Chính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", ,Gần đây không hoạt động, 
13,"Trung tâm nghệ thuật Legato - Dạy học Thanh Nhạc, học hát karaoke, Piano,Guitar",https://www.facebook.com/p/Trung-t%C3%A2m-ngh%E1%BB%87-thu%E1%BA%ADt-Legato-N%C6%A1i-%C4%91am-m%C3%AA-t%E1%BB%8Fa-s%C3%A1ng-100090349085937/,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",21.041336,105.78172,Phường Cầu Giấy,"Ngõ 261 Phố Trần Quốc Hoàn, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam","  https://www.google.com/maps/place/Trung+t%C3%A2m+ngh%E1%BB%87+thu%E1%BA%ADt+Legato+-+D%E1%BA%A1y+h%E1%BB%8Dc+Thanh+Nh%E1%BA%A1c,+h%E1%BB%8Dc+h%C3%A1t+karaoke,+Piano,Guitar/data=!4m7!3m6!1s0x313455f36168d80f:0x79c4a34eb2d3cee3!8m2!3d21.0413355!4d105.7817196!16s%2Fg%2F11kqj1nf0m!19sChIJD9hoYfNVNDER487Tsk6jxHk?authuser=0&hl=en&rclk=1 ",Gần đây không hoạt động,  
14,Trung Tâm Âm Nhạc Magic Dream, ,"Nhạc cụ, Hát",Đào tạo nhí,20.919972,105.700048,Phường Chương Mỹ,"Phường Chương Mỹ, Hà Nội, 13400, Việt Nam", ,Gần đây không thấy hoạt động, 
15,Inspirito School of Music,https://inspirito.edu.vn/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.014214,105.794182,Phường Yên Hòa,"Ngõ 125 Trung Kính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam",https://www.google.com/maps/place/Inspirito+School+of+Music/data=!4m7!3m6!1s0x3135ab10e9f8c7a3:0xc7e8a40e2a447035!8m2!3d21.0142136!4d105.7941819!16s%2Fg%2F11jm5clc0q!19sChIJo8f46RCrNTERNXBEKg6k6Mc?authuser=0&hl=en&rclk=1,https://www.facebook.com/Concorso.vn/photos,https://inspirito.edu.vn/
16,Lớp thanh nhạc Mr Lân,https://www.facebook.com/thanh.nhac,Hát,"Đào tạo người lớn, Đào tạo nhí",21.00906,105.720873,Xã An Khánh,"TPBank LiveBank 24/7, Đường Bình Minh, Thăng Long Victory, Xã An Khánh, Hà Nội, Việt Nam",https://www.google.com/maps/place/L%E1%BB%9Bp+thanh+nh%E1%BA%A1c+Mr+L%C3%A2n/data=!4m7!3m6!1s0x31345308dcc6b949:0x854ebfa3c6f416f0!8m2!3d21.0090598!4d105.7208729!16s%2Fg%2F11fm80_95p!19sChIJSbnG3AhTNDER8Bb0xqO_ToU?authuser=0&hl=en&rclk=1,https://www.facebook.com/groups/1554343934802571/?locale=vi_VN,https://www.facebook.com/thanh.nhac
17,Trung Tâm Đào Tạo Âm Nhạc Starlight Music,http://dayhocnhac.wordpress.com/,Nhạc cụ,Đào tạo nhí,21.003146,105.807153,Phường Thanh Xuân,"46, Ngõ 116 Nhân Hòa, Phường Thanh Xuân, Hà Nội, 10055, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+%C4%90%C3%A0o+T%E1%BA%A1o+%C3%82m+Nh%E1%BA%A1c+Starlight+Music/data=!4m7!3m6!1s0x3135ac98f5464cb5:0xb7adbfd221df124c!8m2!3d21.0031456!4d105.8071527!16s%2Fg%2F11dxf0sylm!19sChIJtUxG9ZisNTERTBLfIdK_rbc?authuser=0&hl=en&rclk=1,https://www.facebook.com/p/Starlight-Music-100034708226757/?locale=vi_VN,http://dayhocnhac.wordpress.com/
18,Học viện THALIC VOICE,https://thalic.edu.vn/,"MC, Kỹ năng mềm khác",Đào tạo người lớn,20.997963,105.826129,Phường Phương Liệt,"162, Phố Nguyễn Ngọc Nại, Phường Phương Liệt, Hà Nội, 11415, Việt Nam",https://www.google.com/maps/place/H%E1%BB%8Dc+vi%E1%BB%87n+THALIC+VOICE+c%C6%A1+s%E1%BB%9F+Qu%E1%BA%ADn+Thanh+Xu%C3%A2n/data=!4m7!3m6!1s0x3135ad550a60da97:0xca924d8fe6082558!8m2!3d20.9979634!4d105.8261287!16s%2Fg%2F11vx5k91cd!19sChIJl9pgClWtNTERWCUI5o9Nkso?authuser=0&hl=en&rclk=1,https://www.facebook.com/thalicvoice.hocviengiongnoivakynang,https://thalic.edu.vn/
19,Trung tâm Âm nhạc The Classic,http://theclassic.edu.vn/,Nhạc cụ,Đào tạo nhí,20.985239,105.83983,Phường Phương Liệt,"74, Phố Định Công, Phường Phương Liệt, Hà Nội, 11718, Việt Nam",https://www.google.com/maps/place/Trung+t%C3%A2m+%C3%82m+nh%E1%BA%A1c+The+Classic/data=!4m7!3m6!1s0x3135ad9ae7a42bb3:0x420c92a8910a27d0!8m2!3d20.9852391!4d105.8398298!16s%2Fg%2F11fp7vf4lq!19sChIJsyuk55qtNTER0CcKkaiSDEI?authuser=0&hl=en&rclk=1,https://www.facebook.com/theclassicmusiccenter/photos_albums?locale=vi_VN,http://theclassic.edu.vn/
20,Trung Tâm Âm Nhạc TYTYMUSIC - Học đàn guitar piano ukulele,https://tytymusic.com/,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",21.069633,105.797027,Phường Xuân Đỉnh,"Phường Xuân Đỉnh, Hà Nội, 10264, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+%C3%82m+Nh%E1%BA%A1c+TYTYMUSIC+-+H%E1%BB%8Dc+%C4%91%C3%A0n+guitar+piano+ukulele+Ngo%E1%BA%A1i+Giao+%C4%90o%C3%A0n/data=!4m7!3m6!1s0x3135ab867b5973ed:0xddf8bd8e7ff88c8c!8m2!3d21.069633!4d105.7970266!16s%2Fg%2F11x5w102_3!19sChIJ7XNZe4arNTERjIz4f469-N0?authuser=0&hl=en&rclk=1,https://www.facebook.com/tytymusic9999/?locale=vi_VN,https://tytymusic.com/
21,"TH Skill - Trung tâm đào tạo MC, MC nhí, Kỹ năng sống", ,"MC, Kỹ năng mềm khác", ,21.190352,106.06637,Phường Kinh Bắc,"Phố Nguyễn Tự Cường, Y Na, Phường Kinh Bắc, Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam","  https://www.google.com/maps/place/TH+Skill+-+Trung+t%C3%A2m+%C4%91%C3%A0o+t%E1%BA%A1o+MC,+MC+nh%C3%AD,+K%E1%BB%B9+n%C4%83ng+s%E1%BB%91ng/data=!4m7!3m6!1s0x31350dbe60b51755:0x31e6ae9caad2180c!8m2!3d21.1903521!4d106.0663702!16s%2Fg%2F11rd07q4v5!19sChIJVRe1YL4NNTERDBjSqpyu5jE?authuser=0&hl=en&rclk=1 ",Không thấy hoạt động gần đây,  
22,Traditional Music Club Unesco,http://nhactruyenthong.vn/,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",21.02614,105.825569,Phường Ô Chợ Dừa,"Ngõ 8A Vũ Thạnh, Khu tập thể Hào Nam, Phường Ô Chợ Dừa, Hà Nội, 11511, Việt Nam",https://www.google.com/maps/place/Traditional+Music+Club+Unesco/data=!4m7!3m6!1s0x3135ab31cc46df65:0x95b332dfa95fd813!8m2!3d21.0261396!4d105.8255688!16s%2Fg%2F11dx997g_c!19sChIJZd9GzDGrNTERE9hfqd8ys5U?authuser=0&hl=en&rclk=1,Không thấy hoạt động mới gần đây,http://nhactruyenthong.vn/
23,Roseway Academy,https://roseway.edu.vn/,"MC, Kỹ năng mềm khác","Đào tạo nhí, Đào tạo người lớn",21.010452,105.830525,Phường Kim Liên,"Phố Nguyễn Ngọc Doãn, Phường Kim Liên, Hà Nội, 11520, Việt Nam",https://www.google.com/maps/place/Roseway+Academy/data=!4m7!3m6!1s0x3135abd5352cd43b:0xaf69d7fe89aba2ac!8m2!3d21.0104518!4d105.8305247!16s%2Fg%2F11vzbh2hxp!19sChIJO9QsNdWrNTERrKKrif7Xaa8?authuser=0&hl=en&rclk=1,"MC, Giọng nói, kỹ năng thuyết trình",https://roseway.edu.vn/
24,Câu lạc bộ Họa Mi, ,Nghệ thuật nhí khác,Đào tạo nhí,21.013334,105.80093,Phường Yên Hòa,"41, Phố Trung Kính, Phường Yên Hòa, Hà Nội, 10055, Việt Nam", ,Múa, 
25,Câu Lạc Bộ Moon Min,https://www.facebook.com/p/C%C3%A2u-L%E1%BA%A1c-B%E1%BB%99-Moon-Min-100046370152914/?locale=vi_VN,Nghệ thuật nhí khác,Đào tạo nhí,20.999105,105.814652,Phường Khương Đình,"Đường Nguyễn Trãi, Phường Khương Đình, Hà Nội, 11410, Việt Nam", ,Múa, 
26,Trung Tâm Bông Hoa Nhỏ,https://www.facebook.com/bong.hoa.nho.516985/photos_albums,"Nghệ thuật nhí khác, Dance",Đào tạo nhí,21.087074,105.759278,Phường Thượng Cát,"Ngách 7/43 Phố Hoàng Liên, Phường Thượng Cát, Hà Nội, 11909, Việt Nam", ,Múa, 
27,CLB Nhảy Sao Tuổi Thơ,https://www.facebook.com/CLB.Saotuoitho/?locale=vi_VN,"Nghệ thuật nhí khác, Hát, Dance",Đào tạo nhí,21.005761,105.8039,Phường Yên Hòa,"Tòa nhà Diamond Flower Tower, 48, Đường Lê Văn Lương, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", ,Múa nhảy hát, 
28,Clb Nghệ Thuật Pha Lê nơi đào tạo Vũ Công chuyên nghiệp - Linh Đàm,https://www.facebook.com/p/H%E1%BB%8Dc-Vi%E1%BB%87n-Ngh%E1%BB%87-Thu%E1%BA%ADt-Pha-L%C3%AA-n%C6%A1i-%C4%91%C3%A0o-t%E1%BA%A1o-V%C5%A9-C%C3%B4ng-chuy%C3%AAn-nghi%E1%BB%87p-100063734013224/,Nghệ thuật nhí khác,Đào tạo nhí,21.014672,105.82726,Phường Đống Đa,"Ngõ 180 Phố Nguyễn Lương Bằng, Phường Đống Đa, Hà Nội, 11527, Việt Nam", ,"Múa, vũ công", 
29,Trung Tâm Âm Nhạc D. Music,https://www.facebook.com/dmusiccenter/,Nhạc cụ,Đào tạo nhí,21.127858,105.77547,Xã Thiên Lộc,"Xã Thiên Lộc, Hà Nội, 11909, Việt Nam",  https://www.google.com/maps/place/Trung+T%C3%A2m+%C3%82m+Nh%E1%BA%A1c+D.+Music/data=!4m7!3m6!1s0x3134ffe759019a41:0xa2e4a6ffd96589bd!8m2!3d21.1303303!4d105.7752618!16s%2Fg%2F11q_4b53yh!19sChIJQZoBWef_NDERvYll2f-m5KI?authuser=0&hl=en&rclk=1 ,quy mô nhỏ,  
30,Học viện Ngôi Sao - Star Academy,https://staracademy.com.vn/?fbclid=IwY2xjawOl3RxleHRuA2FlbQIxMABicmlkETFLQWs3bEZiQ1hFcXRlZHFJc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHlbjI2qVyFWQmKdjw6OEv1H4g4UV2CJTqjTl17A6pD_Mapq_w-_iJWDLVsLL_aem_zE3cIIZ9EMPPfzqfwGokWw,"MC, Diễn viên, Nghệ thuật nhí khác, Kỹ năng mềm khác",Đào tạo nhí,20.992745,105.870442,Phường Vĩnh Tuy,"Sunshine Garden, Phường Vĩnh Tuy, Hà Nội, 11622, Việt Nam", ,Tìm lại địa điểm, 
31,CLB Nghệ Thuật Sáng Tạo Việt Nhí - Vinhome Smart City, ,Nghệ thuật nhí khác,Đào tạo nhí,20.994496,105.778915,Phường Đại Mỗ,"Khu đô thị Vinaconex 3, Phường Đại Mỗ, Hà Nội, 10070, Việt Nam", ,Vẽ, 
32,COLOR US CENTER - Vinhomes Gardenia Hàm Nghi,https://www.facebook.com/p/Color-Us-Center-100084979903560/,Nghệ thuật nhí khác,Đào tạo nhí,21.007269,105.737602,Phường Tây Mỗ,"Văn Lang 2, Vinhomes Smart City, Phường Tây Mỗ, Hà Nội, 34000, Việt Nam", ,Vẽ, 
33,F-Music,https://fmusic.edu.vn/,"Kỹ năng mềm khác, Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",21.035607,105.767898,Phường Từ Liêm,"Mon City, Phường Từ Liêm, Hà Nội, 10085, Việt Nam", ,Vẽ, 
34,HAPPY ART School Geleximco,https://www.facebook.com/TruonghocnangkhieuHappyArtSchool/?locale=vi_VN,Nghệ thuật nhí khác,Đào tạo nhí,21.004993,105.733933,Phường Tây Mỗ,"Khu đô thị mới Lê Trọng Tấn Geleximco - Khu A, Phường Tây Mỗ, Hà Nội, 10070, Việt Nam", ,vẽ, 
35,Trung Tâm Nghệ Thuật Hí Hoáy,https://www.facebook.com/clbhihoay/?locale=vi_VN,Nghệ thuật nhí khác,Đào tạo nhí,21.069605,105.792875,Phường Xuân Đỉnh,"Ngõ 207 Đường Xuân Đỉnh, Cáo Đỉnh, Phường Xuân Đỉnh, Hà Nội, 10264, Việt Nam", ,"Vẽ, thủ công", 
36,Erato School of Music & Performing Arts,https://erato.com.vn/?lang=en,"Kỹ năng mềm khác, Dance, Nhạc cụ, Hát",Đào tạo nhí,21.027672,105.831289,Phường Ô Chợ Dừa,"20, Phố An Trạch, Phường Ô Chợ Dừa, Hà Nội, 10081, Việt Nam", ,Xịn, 
37,Á Châu Media,https://achau.vn/,"MC, Người mẫu, Hát, Nhạc cụ, Diễn viên, Dance","Đào tạo nhí, Đào tạo người lớn",20.995811,105.868426,Phường Vĩnh Tuy,"Canifa, Đường Số 4, Vinhomes Times City, Phường Vĩnh Tuy, Hà Nội, 11622, Việt Nam",https://www.google.com/maps/place/%C3%81+Ch%C3%A2u+Media/data=!4m7!3m6!1s0x3135ad85e1fb0e8d:0xefb0ee2fcfd61994!8m2!3d20.9958108!4d105.8684264!16s%2Fg%2F11gmgd14fr!19sChIJjQ774YWtNTERlBnWzy_usO8?authuser=0&hl=en&rclk=1, ,https://achau.vn/
38,Academy of Journalism and Communication,http://ajc.edu.vn/,MC,Đào tạo người lớn,21.037123,105.788914,Phường Cầu Giấy,"Học viện Báo chí và Tuyên truyền, 36, Đường Xuân Thủy, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam",https://www.google.com/maps/place/Academy+of+Journalism+and+Communication/data=!4m7!3m6!1s0x3135ab3613967dbf:0x3e1ad0c809d813b7!8m2!3d21.0371232!4d105.7889139!16s%2Fm%2F0wzq62q!19sChIJv32WEzarNTERtxPYCcjQGj4?authuser=0&hl=en&rclk=1, ,http://ajc.edu.vn/
39,  Amazing Lighthouse - Trung tâm đào tạo MC ,https://www.facebook.com/AmazingLighthouse/?locale=vi_VN,MC,"Đào tạo nhí, Đào tạo người lớn",21.043879,105.796813,Phường Nghĩa Đô,"WinMart+, 121-123, Phố Tô Hiệu, Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam", ,  , 
40,An An Piano House,https://ananpiano.com/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.018677,105.828848,Phường Đống Đa,"Nhà Hàng Dim Sum Đại Hùng, Phố Ô Chợ Dừa, Phường Đống Đa, Hà Nội, 11527, Việt Nam",https://www.google.com/maps/place/An+An+Piano+House/data=!4m7!3m6!1s0x3135ad15409c41ad:0xeae2a6f3354a773a!8m2!3d20.9964924!4d105.8059369!16s%2Fg%2F11tx5bbjw5!19sChIJrUGcQBWtNTEROndKNfOm4uo?authuser=0&hl=en&rclk=1, ,https://ananpiano.com/
41,BB Academy & Entertainment,https://www.facebook.com/info.bbplus/?locale=vi_VN,Người mẫu,"Đào tạo nhí, Đào tạo người lớn",21.012179,105.862671,Phường Hai Bà Trưng,"Ngõ 18 Phố Lương Yên, Phường Hai Bà Trưng, Hà Nội, 11626, Việt Nam", , , 
42,  BT Academy - Đào tạo giọng nói và thần thái doanh nghiệp ,http://btacademy.edu.vn/,MC,"Đào tạo nhí, Đào tạo người lớn",21.020284,105.845878,Phường Cửa Nam,"Cà Phê Lộc, 19, Phố Liên Trì, Phường Cửa Nam, Hà Nội, 11018, Việt Nam",https://www.google.com/maps/place/BT+Academy+-+%C4%90%C3%A0o+t%E1%BA%A1o+gi%E1%BB%8Dng+n%C3%B3i+v%C3%A0+th%E1%BA%A7n+th%C3%A1i+doanh+nghi%E1%BB%87p/data=!4m7!3m6!1s0x3135ab9a62f8ad67:0xc0d673a4940ea1d6!8m2!3d21.0202842!4d105.8458781!16s%2Fg%2F11xw5pn9ch!19sChIJZ634YpqrNTER1qEOlKRz1sA?authuser=0&hl=en&rclk=1,  ,http://btacademy.edu.vn/
43,  Canada Academy of Music (Học viện Âm nhạc Canada) ,http://camusic.com.vn/,"Nhạc cụ, Hát, Nghệ thuật nhí khác, Dance",Đào tạo nhí,21.019233,105.820216,Phường Ô Chợ Dừa,"146, Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Hà Nội, 10265, Việt Nam",https://www.google.com/maps/place/Canada+Academy+of+Music+%28H%E1%BB%8Dc+vi%E1%BB%87n+%C3%82m+nh%E1%BA%A1c+Canada%29/data=!4m7!3m6!1s0x3135ab5bdaca9e2d:0x4c67a4efb8412551!8m2!3d21.0192326!4d105.820216!16s%2Fg%2F11j4fkwq5m!19sChIJLZ7K2lurNTERUSVBuO-kZ0w?authuser=0&hl=en&rclk=1,  ,http://camusic.com.vn/
44,Câu Lạc Bộ Nghệ Thuật Anh Vũ,https://www.facebook.com/caulacbonghethuatanhvu/?locale=vi_VN,"Nghệ thuật nhí khác, Người mẫu, MC",Đào tạo nhí,20.929887,105.784942,Xã Bình Minh,"Khu đô thị Thanh Hà, Xã Bình Minh, Hà Nội, 10189, Việt Nam", , , 
45,  Câu lạc bộ Nghệ thuật Dance Space ,"Nhảy, múa, vẽ","Nghệ thuật nhí khác, Dance",Đào tạo nhí,21.012669,105.746401,Phường Xuân Phương,"Cầu Ngà, Phường Xuân Phương, Hà Nội, 10070, Việt Nam", ,  , 
46,  Câu lạc bộ Nghệ thuật Ngôi Sao Nhỏ ,Gần đây thấy thiên về múa,"Nghệ thuật nhí khác, Dance, Nhạc cụ, Hát",Đào tạo nhí,21.051789,105.780429,Phường Phú Diễn,"VinFast, Đường Số 11, Khu đô thị Thành phố Giao lưu, Phường Phú Diễn, Hà Nội, 10065, Việt Nam", ,  , 
47,CEG Arts Center,http://ceg.vn/,"Nghệ thuật nhí khác, Nhạc cụ",Đào tạo nhí,21.01424,105.822262,Phường Đống Đa,"Trung tâm Văn hóa - Thông tin & Thể thao Đống Đa, 22, Phố Đặng Tiến Đông, Phường Đống Đa, Hà Nội, 11527, Việt Nam",https://www.google.com/maps/place/CEG+Arts+Center/data=!4m7!3m6!1s0x3135ab7948c570fd:0x6530295483a711b1!8m2!3d21.0142397!4d105.8222619!16s%2Fg%2F11b7svbpvn!19sChIJ_XDFSHmrNTERsRGng1QpMGU?authuser=0&hl=en&rclk=1, ,http://ceg.vn/
