ID,Name,link,type1,type2,lat,lon,District,Address,Map_Link,note,Website
48,  CLB năng khiếu FLYKIDS ,https://www.facebook.com/clbflykids/?locale=vi_VN,"Nghệ thuật nhí khác, Dance, MC",Đào tạo nhí,21.008869,105.730498,Xã An Khánh,"Khu đô thị mới Lê Trọng Tấn Geleximco - Khu A, Xã An Khánh, Hà Nội, 10070, Việt Nam", ,  , 
49,  CLB nghệ thuật KBN Art&Music ,https://www.facebook.com/congdongaerobicvietnam/?locale=vi_VN,"Nghệ thuật nhí khác, Dance, MC, Người mẫu",Đào tạo nhí,20.976607,105.762206,Phường Hà Đông,"Phố Nguyễn Thanh Bình, Phường Hà Đông, Hà Nội, 10170, Việt Nam", ,  , 
50,  CTY CP HỌC VIỆN NGƯỜI MẪU TRÚC (TRUC MODEL ACCADEMY) ,https://www.facebook.com/profile.php?id=100039036922926,Người mẫu,"Đào tạo người lớn, Đào tạo nhí",21.020157,105.808763,Phường Giảng Võ,"VPBank, 91, Đường Nguyễn Chí Thanh, Phường Giảng Võ, Hà Nội, 11110, Việt Nam",  https://www.google.com/maps/place/CTY+CP+H%E1%BB%8CC+VI%E1%BB%86N+NG%C6%AF%E1%BB%9CI+M%E1%BA%AAU+TR%C3%9AC+%28TRUC+MODEL+ACCADEMY%29/data=!4m7!3m6!1s0x3135ab8777b2ac55:0xb8772464beef2297!8m2!3d21.0165568!4d105.8094358!16s%2Fg%2F11s544ss7y!19sChIJVayyd4erNTERlyLvvmQkd7g?authuser=0&hl=en&rclk=1 ,  ,  
51,Cửa Hàng Nhạc Cụ Tiến Thành,https://nhaccutienthanh.com/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",20.998848,105.856181,Phường Bạch Mai,"Ngõ 204 Phố Hồng Mai, Phường Bạch Mai, Hà Nội, 11618, Việt Nam",https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Nh%E1%BA%A1c+C%E1%BB%A5+Ti%E1%BA%BFn+Th%C3%A0nh/data=!4m7!3m6!1s0x3135ab34816468ad:0x6a914610f9d17a89!8m2!3d20.9988483!4d105.8561813!16s%2Fg%2F11h_w1ycp5!19sChIJrWhkgTSrNTERiXrR-RBGkWo?authuser=0&hl=en&rclk=1, ,https://nhaccutienthanh.com/
52,  Dạy Guitar Piano Thanh Xuân - Nhạc Cụ Minh Đức ,https://guitarhanoi.com/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.017955,105.810039,Phường Láng,"Ngõ 26 Phố Nguyên Hồng, Phường Láng, Hà Nội, 11528, Việt Nam",https://www.google.com/maps/place/D%E1%BA%A1y+Guitar+Piano+Thanh+Xu%C3%A2n+-+Nh%E1%BA%A1c+C%E1%BB%A5+Minh+%C4%90%E1%BB%A9c/data=!4m7!3m6!1s0x3135add45ce9795b:0x9d79ba15a2cfc23e!8m2!3d20.994364!4d105.81347!16s%2Fg%2F11vr4049_f!19sChIJW3npXNStNTERPsLPohW6eZ0?authuser=0&hl=en&rclk=1,  ,https://guitarhanoi.com/
53,  Dạy Hát Karaoke - Thanh Nhạc - Nhạc Cụ - Thanh Nhạc Chuyên Nghiệp EDmusic ,https://caithiengionghat.com/,"Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",21.003906,105.860308,Phường Bạch Mai,"Ngõ 126 Phố Kim Ngưu, Phường Bạch Mai, Hà Nội, 11618, Việt Nam",https://www.google.com/maps/place/D%E1%BA%A1y+H%C3%A1t+Karaoke+-+Thanh+Nh%E1%BA%A1c+-+Nh%E1%BA%A1c+C%E1%BB%A5+-+Thanh+Nh%E1%BA%A1c+Chuy%C3%AAn+Nghi%E1%BB%87p+EDmusic+C%C6%A1+S%E1%BB%9F+Kim+Ng%C6%B0u/data=!4m7!3m6!1s0x2ed89af84c3d4c9b:0x331033b89e5566ca!8m2!3d21.0067208!4d105.861866!16s%2Fg%2F11y09_zg4h!19sChIJm0w9TPia2C4RymZVnrgzEDM?authuser=0&hl=en&rclk=1,  ,https://caithiengionghat.com/
54,  Dạy Học Hát Thanh Nhạc | Trung Tâm Nghệ Thuật Trống Đồng ,https://www.dayhat.edu.vn/,Hát,Đào tạo người lớn,21.018034,105.805642,Phường Láng,"Ngách 157/23 Phố Pháo Đài Láng, Láng Trung, Phường Láng, Hà Nội, 11528, Việt Nam",  https://www.google.com/maps/place/D%E1%BA%A1y+H%E1%BB%8Dc+H%C3%A1t+Thanh+Nh%E1%BA%A1c+%7C+Trung+T%C3%A2m+Ngh%E1%BB%87+Thu%E1%BA%ADt+Tr%E1%BB%91ng+%C4%90%E1%BB%93ng/data=!4m7!3m6!1s0x3135ad1d4f8393ab:0x8c344ad6ca8fb165!8m2!3d21.018317!4d105.8040151!16s%2Fg%2F11q1p4xzg9!19sChIJq5ODTx2tNTERZbGPytZKNIw?authuser=0&hl=en&rclk=1 ,  ,  
55,Dạy nhạc Thành Nam Music,http://thanhnammusic.com/,"Hát, Nhạc cụ","Đào tạo người lớn, Đào tạo nhí",20.974316,105.789416,Phường Hà Đông,"Kiot 19-20 CT7B KĐT Văn Quán, Phố Nguyễn Khuyến, Khu đô thị Văn Quán, Phường Hà Đông, Hà Nội, 12100, Việt Nam",https://www.google.com/maps/place/D%E1%BA%A1y+nh%E1%BA%A1c+Th%C3%A0nh+Nam+Music/data=!4m7!3m6!1s0x3135ad1da430a967:0xefe1470ea202a5b3!8m2!3d20.972321!4d105.7886209!16s%2Fg%2F11fklg719f!19sChIJZ6kwpB2tNTERs6UCog5H4e8?authuser=0&hl=en&rclk=1, ,http://thanhnammusic.com/
56,Đào tạo MC 24h,https://event24h.vn/dao-tao/dao-tao-mc/,"MC, Kỹ năng mềm khác","Đào tạo nhí, Đào tạo người lớn",21.012386,105.807319,Phường Yên Hòa,"171, Đường Nguyễn Ngọc Vũ, Hoà Mục, Phường Yên Hòa, Hà Nội, 11313, Việt Nam",  https://www.google.com/maps/place/%C4%90%C3%A0o+t%E1%BA%A1o+MC+24h/data=!4m7!3m6!1s0x3135abc8179147af:0x5aa34a2de659473a!8m2!3d21.0123857!4d105.8073191!16s%2Fg%2F11lh2zl6vw!19sChIJr0eRF8irNTEROkdZ5i1Ko1o?authuser=0&hl=en&rclk=1 , ,  
57,"  Đào tạo MC chuyên nghiệp, MC nhí Vietskill ",https://www.facebook.com/mcnhihadong/?locale=vi_VN,MC,Đào tạo nhí,21.015333,105.812587,Phường Láng,"The Caffinet, 108-C3, Ngõ C3, Phường Láng, Hà Nội, 11528, Việt Nam", ,  , 
58,FEEL Model Training Center & Agency,https://www.facebook.com/FEEL.MTC/,Người mẫu,"Đào tạo người lớn, Đào tạo nhí",21.042334,105.773648,Phường Phú Diễn,"Maruben Marketing, 120, Phố Trần Vỹ, Phường Phú Diễn, Hà Nội, 10085, Việt Nam",https://www.google.com/maps/place/FEEL+Model+Training+Center+%26+Agency/data=!4m7!3m6!1s0x313455a154365959:0xd54faa11cc2e1235!8m2!3d21.0421633!4d105.773691!16s%2Fg%2F11srl3wn7b!19sChIJWVk2VKFVNDERNRIuzBGqT9U?authuser=0&hl=en&rclk=1, ,https://www.facebook.com/FEEL.MTC/
59,Nhạc viện Melody,https://nhacvien.vn/khoa-hoc/guitar/,Nhạc cụ,"Đào tạo người lớn, Đào tạo nhí",21.003007,105.855349,Phường Bạch Mai,"189, Phố Thanh Nhàn, Phường Bạch Mai, Hà Nội, 11617, Việt Nam",  https://www.google.com/maps/place/GuitarMelody/data=!4m7!3m6!1s0x3135ac0f2159f919:0x69812f27b7ffeea6!8m2!3d21.002666!4d105.853793!16s%2Fg%2F11c74f7xdy!19sChIJGflZIQ-sNTERpu7_tycvgWk?authuser=0&hl=en&rclk=1 , ,  
61,Harmony Music Center,https://www.facebook.com/p/Harmony-Music-Center-100090044233773/,"Nghệ thuật nhí khác, Nhạc cụ",Đào tạo nhí,21.019552,105.794585,Phường Yên Hòa,"Chung cư Chelsea Residences (E2 Yên Hòa), 48, Phố Trần Kim Xuyến, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", , , 
62,HERA ART - Trung tâm nghệ thuật,https://www.facebook.com/heraart.vn/,"Nghệ thuật nhí khác, Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",20.969292,105.769033,Phường Hà Đông,"Phường Hà Đông, Hà Nội, 10189, Việt Nam", , , 
63,Himusic Arts,https://www.facebook.com/trungtamnghethuathimusic/?locale=vi_VN,"Nhạc cụ, Hát, Nghệ thuật nhí khác","Đào tạo nhí, Đào tạo người lớn",21.001498,105.819892,Phường Khương Đình,"Ngõ 73 Đường Nguyễn Trãi, Phường Khương Đình, Hà Nội, 11410, Việt Nam",  https://www.google.com/maps/place/Himusic+Arts/data=!4m7!3m6!1s0x3135adc9ba3d5821:0x17c1233da3c40bbd!8m2!3d21.0014976!4d105.8198916!16s%2Fg%2F11l3t8nj8l!19sChIJIVg9usmtNTERvQvEoz0jwRc?authuser=0&hl=en&rclk=1 , ,  
64,  Hoang Van Art - Trung tâm Nghệ thuật Hoàng Vân ,https://www.facebook.com/hoangvanart/?locale=vi_VN,"Nhạc cụ, Hát, Nghệ thuật nhí khác","Đào tạo nhí, Đào tạo người lớn",21.018208,105.826259,Phường Đống Đa,"Tập Thể Bộ Công An, Ngõ 31 Hoàng Cầu, Phường Đống Đa, Hà Nội, 11527, Việt Nam", ,  , 
65,"  Học Đàn 123 Cơ Sở Hà Nội - Lớp Học Guitar, Piano ",https://hocdan123.com/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.013417,105.800665,Phường Yên Hòa,"Việt Nhật Motor, 2, Phố Trung Kính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam","https://www.google.com/maps/place/H%E1%BB%8Dc+%C4%90%C3%A0n+123+C%C6%A1+S%E1%BB%9F+H%C3%A0+N%E1%BB%99i+-+L%E1%BB%9Bp+H%E1%BB%8Dc+Guitar,+Piano+C%E1%BA%A7u+Gi%E1%BA%A5y/data=!4m7!3m6!1s0x3134553244e07323:0x2f464ed4e00c84cf!8m2!3d21.0134174!4d105.8006654!16s%2Fg%2F11tfnw00nm!19sChIJI3PgRDJVNDERz4QM4NRORi8?authuser=0&hl=en&rclk=1",  ,https://hocdan123.com/
66,Học Thổi Sáo,https://hocthoisao.com/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.01384,105.821164,Phường Đống Đa,"Ngách 183/4 Đặng Tiến Đông, Phường Đống Đa, Hà Nội, 11527, Việt Nam",https://www.google.com/maps/place/H%E1%BB%8Dc+Th%E1%BB%95i+S%C3%A1o/data=!4m7!3m6!1s0x3135abc96a456079:0x15237965b79538c6!8m2!3d21.0138396!4d105.8211637!16s%2Fg%2F11rcffs00m!19sChIJeWBFasmrNTERxjiVt2V5IxU?authuser=0&hl=en&rclk=1, ,https://hocthoisao.com/
67,  Học viện Âm nhạc Thăng Long (Thang Long Music Academy) ,https://www.facebook.com/p/Th%C4%83ng-Long-Music-Center-Trung-t%C3%A2m-gi%C3%A1o-d%E1%BB%A5c-ngh%E1%BB%87-thu%E1%BA%ADt-250-Minh-Khai-61563344037309/,"Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",20.994679,105.857027,Phường Tương Mai,"Ngõ 250, Thăng Long Garden, Phường Tương Mai, Hà Nội, 11715, Việt Nam", ,  , 
68,  Học viện Âm nhạc Young Hit Young Beat ,http://school.younghityoungbeat.vn/,"Nhạc cụ, Hát, Dance, Nghệ thuật nhí khác","Đào tạo nhí, Đào tạo người lớn",21.007061,105.802153,Phường Yên Hòa,"Toà nhà 29T2, 29T2, Phố Nguyễn Thị Thập, Khu đô thị Trung Hòa – Nhân Chính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", ,  , 
69,Học viện đào tạo âm nhạc Kul Academy,http://kulacademy.vn/,Hát,Đào tạo người lớn,21.00405,105.816616,Phường Thanh Xuân,"Phố Giáp Nhất, Phường Thanh Xuân, Hà Nội, 11417, Việt Nam",  https://www.google.com/maps/place/H%E1%BB%8Dc+vi%E1%BB%87n+%C4%91%C3%A0o+t%E1%BA%A1o+%C3%A2m+nh%E1%BA%A1c+Kul+Academy/data=!4m7!3m6!1s0x3135ad25400cf3e1:0x544b41f405941637!8m2!3d21.0037998!4d105.8166155!16s%2Fg%2F11j09srrkv!19sChIJ4fMMQCWtNTERNxaUBfRBS1Q?authuser=0&hl=en&rclk=1 , ,  
70,Hạ Vy Academy,https://www.facebook.com/profile.php?id=100057127792850,"Hát, Người mẫu","Đào tạo người lớn, Đào tạo nhí",21.017411,105.802315,Phường Yên Hòa,"Ngõ 79 Đường Nguyễn Khang, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", , , 
71,  Học viện kỹ năng mềm SHINE Academy ,https://www.facebook.com/shineacademyvietnam/?locale=vi_VN,"MC, Kỹ năng mềm khác","Đào tạo người lớn, Đào tạo nhí",21.027913,105.813318,Phường Giảng Võ,"Ngõ 31 Đường Nguyễn Chí Thanh, Phường Giảng Võ, Hà Nội, 11110, Việt Nam", ,  , 
72,Học Viện MC Talent,https://www.mctalent.vn/,"MC, Kỹ năng mềm khác","Đào tạo nhí, Đào tạo người lớn",20.990008,105.804999,Phường Khương Đình,"23, Đường Nguyễn Xiển, Phường Khương Đình, Hà Nội, 11410, Việt Nam",  https://www.google.com/maps/place/H%E1%BB%8Dc+Vi%E1%BB%87n+MC+Talent/data=!4m7!3m6!1s0x3135ad002cc44eaf:0x46e5a3b870ae6b4b!8m2!3d20.9972731!4d105.7973677!16s%2Fg%2F11vyb5wvc3!19sChIJr07ELACtNTERS2uucLij5UY?authuser=0&hl=en&rclk=1 , ,  
73,  Intro Art - Tổ chức giáo dục và biểu diễn nghệ thuật ,https://www.facebook.com/p/Intro-Art-Gi%C3%A1o-d%E1%BB%A5c-%C3%A2m-nh%E1%BA%A1c-100069106876212/,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",20.983883,105.775297,Phường Hà Đông,"Phường Hà Đông, Hà Nội, 10070, Việt Nam",  https://www.google.com/maps/place/Intro+Art+-+T%E1%BB%95+ch%E1%BB%A9c+gi%C3%A1o+d%E1%BB%A5c+v%C3%A0+bi%E1%BB%83u+di%E1%BB%85n+ngh%E1%BB%87+thu%E1%BA%ADt/data=!4m7!3m6!1s0x3135ab79b9fb01e7:0x49d89e1f9a837c28!8m2!3d20.9838834!4d105.7752973!16s%2Fg%2F11j67l1y3q!19sChIJ5wH7uXmrNTERKHyDmh-e2Ek?authuser=0&hl=en&rclk=1 ,  ,  
74,Kat Kids Dance Academy,https://www.facebook.com/DanceAcademyforkids/,Dance,Đào tạo nhí,21.580428,105.833011,Đồng Quang,"Phố Nguyễn Công Hoan, Đồng Quang, Phường Phan Đình Phùng, Thái Nguyên, Tỉnh Thái Nguyên, Việt Nam", , , 
75,L.A.M Zone,https://www.facebook.com/lamzone2023,Nhạc cụ,Đào tạo nhí,21.069161,105.803568,Phường Xuân Đỉnh,"Quan La, Phường Xuân Đỉnh, Hà Nội, 10264, Việt Nam",https://www.google.com/maps/place/L.A.M+Zone/data=!4m7!3m6!1s0x3135abf2a1f2c18f:0x6a6d401880039911!8m2!3d21.0691609!4d105.8035682!16s%2Fg%2F11v3y_djzr!19sChIJj8HyofKrNTEREZkDgBhAbWo?authuser=0&hl=en&rclk=1, ,https://www.facebook.com/lamzone2023
76,  Levon Guitar - Học Guitar Thanh Xuân ,https://levonguitar.com/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.023989,105.846229,Phường Cửa Nam,"Đại sứ quán Cuba, 65, Phố Lý Thường Kiệt, Phường Cửa Nam, Hà Nội, 10242, Việt Nam",https://www.google.com/maps/place/Levon+Guitar+-+H%E1%BB%8Dc+Guitar+Thanh+Xu%C3%A2n+-+H%C3%A0+N%E1%BB%99i/data=!4m7!3m6!1s0x3135adb45c1407ef:0xe43b9446692e1643!8m2!3d20.9983985!4d105.8009379!16s%2Fg%2F11t28351v7!19sChIJ7wcUXLStNTERQxYuaUaUO-Q?authuser=0&hl=en&rclk=1,  ,https://levonguitar.com/
77,Lớp Học Guitar Bee Music,https://beemusic.com.vn/khoa-thanh-nhac/,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",21.018901,105.803384,Phường Láng,"Ngõ 814 Đường Láng, Phường Láng, Hà Nội, 11528, Việt Nam",https://www.google.com/maps/place/L%E1%BB%9Bp+H%E1%BB%8Dc+Guitar+Bee+Music/data=!4m7!3m6!1s0x3135ab7b5bb7cd91:0x4d11a6698a8207f2!8m2!3d21.0189014!4d105.8033844!16s%2Fg%2F11rgt85vdm!19sChIJkc23W3urNTER8geCimmmEU0?authuser=0&hl=en&rclk=1, ,https://m.facebook.com/beemusic20/
78,  Lớp Học Guitar PNV MUSIC ,https://www.facebook.com/lophocguitarpnv/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.03167,105.801201,Phường Nghĩa Đô,"Ngõ 68 Đường Cầu Giấy, Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam",https://www.google.com/maps/place/L%E1%BB%9Bp+H%E1%BB%8Dc+Guitar+PNV+MUSIC+C%E1%BA%A7u+Gi%E1%BA%A5y+-+20+ng%C3%B5+68+C%E1%BA%A7u+Gi%E1%BA%A5y/data=!4m7!3m6!1s0x3135ab76c0f83383:0x2f039cb3be1e1aef!8m2!3d21.0316704!4d105.8012008!16s%2Fg%2F11hzxyytkh!19sChIJgzP4wHarNTER7xoevrOcAy8?authuser=0&hl=en&rclk=1,  ,http://pnvguitarclass.com/?utm_source=gmb&utm_medium=referral
79,  Lớp học kĩ năng MC trẻ em MVP Kids ,https://kiddihub.com/chi-tiet/lop-hoc-ki-nang-mc-tre-em-mvp-kids-trung-kinh,MC,Đào tạo nhí,21.029687,105.785212,Phường Cầu Giấy,"Công Ty TNHH IZISolution, Số 4, Ngõ 82 Phố Dịch Vọng Hậu, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam", ,  , 
80,  Mẫu Nhí Tài Năng Nhí - Kids' Talent ,https://www.facebook.com/TrungTamDaoTaoMauNhiKidsTalent/?locale=vi_VN,Người mẫu,Đào tạo nhí,21.025021,105.833623,Phường Văn Miếu - Quốc Tử Giám,"Phố Phan Văn Trị, Phường Văn Miếu - Quốc Tử Giám, Hà Nội, 11511, Việt Nam", ,  , 
81,  MC World - Trung Tâm Đào Tạo MC Uy Tín - Chuyên Nghiệp ,https://mcworld.vn/,"MC, Kỹ năng mềm khác","Đào tạo nhí, Đào tạo người lớn",21.007061,105.802153,Phường Yên Hòa,"Toà nhà 29T2, 29T2, Phố Nguyễn Thị Thập, Khu đô thị Trung Hòa – Nhân Chính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam",https://www.google.com/maps/place/MC+World+-+Trung+T%C3%A2m+%C4%90%C3%A0o+T%E1%BA%A1o+MC+Uy+T%C3%ADn+-+Chuy%C3%AAn+Nghi%E1%BB%87p/data=!4m7!3m6!1s0x3135ab4e74734fbf:0xf3f43da0dec91f6d!8m2!3d21.0070612!4d105.8021534!16s%2Fg%2F11jkwww0km!19sChIJv09zdE6rNTERbR_J3qA99PM?authuser=0&hl=en&rclk=1,  ,https://mcworld.vn/
82,Mr Thuong Art,http://www.thanhnhac.vn/,"Hát, Kỹ năng mềm khác","Đào tạo nhí, Đào tạo người lớn",21.023123,105.801162,Phường Láng,"Ngõ 1194 Đường Láng, Láng Thượng, Phường Láng, Hà Nội, 11528, Việt Nam",https://www.google.com/maps/place/Mr+Thuong+Art/data=!4m7!3m6!1s0x3135ab6620ffff37:0x6c67ae92aa251be6!8m2!3d21.0228355!4d105.8012591!16s%2Fg%2F11gz9hsp5!19sChIJN___IGarNTER5hslqpKuZ2w?authuser=0&hl=en&rclk=1, ,http://www.thanhnhac.vn/
83,MT Group,https://mt-group.com.vn/,"Người mẫu, MC, Dance",Đào tạo nhí,21.032479,105.787662,Phường Cầu Giấy,"Ngõ 25 Phố Dịch Vọng Hậu, Dịch Vọng Hậu, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam",https://www.google.com/maps/place/MT+Group/data=!4m7!3m6!1s0x3135ab66c4c7774d:0x2557483f541acff6!8m2!3d21.0324793!4d105.7876623!16s%2Fg%2F11p0656m9q!19sChIJTXfHxGarNTER9s8aVD9IVyU?authuser=0&hl=en&rclk=1, ,https://mt-group.com.vn/
84,MTC Kids Music,https://www.facebook.com/trungtamdayhocguitarpianothanhnhactaihanoi/?locale=vi_VN,"Hát, Nhạc cụ",Đào tạo nhí,21.002732,105.802122,Phường Thanh Xuân,"Golden West Residence, 2, Phố Lê Văn Thiêm, Phường Thanh Xuân, Hà Nội, 11417, Việt Nam", , , 
85,Music Art - Lớp học piano cô Thanh Tâm,https://www.facebook.com/thanhtam6868/,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.034558,105.737054,Xã Sơn Đồng,"Ngõ 29 Đường Tỉnh 422B, Xã Sơn Đồng, Hà Nội, 10085, Việt Nam",  https://www.google.com/maps/place/Music+Art+-+L%E1%BB%9Bp+h%E1%BB%8Dc+piano+c%C3%B4+Thanh+T%C3%A2m/data=!4m7!3m6!1s0x3134558821954713:0x96b747bcf5ebc004!8m2!3d21.0345584!4d105.7370541!16s%2Fg%2F11s0s48b19!19sChIJE0eVIYhVNDERBMDr9bxHt5Y?authuser=0&hl=en&rclk=1 , ,  
86,Music Talent,http://musictalent.edu.vn/,"MC, Hát, Dance, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",20.985837,105.78438,Phường Hà Đông,"Phường Hà Đông, Hà Nội, 12011, Việt Nam",https://www.google.com/maps/place/Music+Talent+H%C3%A0+%C4%90%C3%B4ng/data=!4m7!3m6!1s0x3135accea896dff1:0x52b649dbbcb39e80!8m2!3d20.9858367!4d105.7843798!16s%2Fg%2F11cm03clc3!19sChIJ8d-WqM6sNTERgJ6zvNtJtlI?authuser=0&hl=en&rclk=1, ,http://musictalent.edu.vn/
87,My My Piano House,https://mypianohouse.com.vn/khoa-hoc-oline,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",21.024131,105.804304,Phường Láng,"Ngõ 106 Phố Chùa Láng, Phường Láng, Hà Nội, 11528, Việt Nam",  https://www.google.com/maps/place/My+My+Piano+House+-+S%E1%BB%91+02+Ng%C3%B5+05+Ao+Sen/data=!4m7!3m6!1s0x313455e174772ff7:0xe40c18d77185d198!8m2!3d20.9923492!4d105.8143168!16s%2Fg%2F11h48y655c!19sChIJ9y93dOFVNDERmNGFcdcYDOQ?authuser=0&hl=en&rclk=1 , ,  
88,Năng khiếu thiếu nhi Sao,https://www.facebook.com/sao.linh.am/,"Hát, Nhạc cụ, MC, Dance, Nghệ thuật nhí khác",Đào tạo nhí,21.034464,105.817702,Phường Ngọc Hà,"Ngõ 27 Phố Vạn Bảo, Phường Ngọc Hà, Hà Nội, 11119, Việt Nam", , , 
89,Nghệ Thuật Xu’smin,https://www.facebook.com/xumin2608/?locale=vi_VN,"Hát, Nhạc cụ, MC, Dance, Nghệ thuật nhí khác, Người mẫu, Diễn viên",Đào tạo nhí,20.961835,105.79643,Phường Hà Đông,"Khu Tập Thể Tỉnh Đội Phúc La, Khu đô thị Xa La, Phường Hà Đông, Hà Nội, 12100, Việt Nam", , , 
90,Piano Art,https://pianoart.vn/hinh-thuc-dao-tao-am-nhac-tai-musiclight.html,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.036417,105.779235,Phường Từ Liêm,"Đài tưởng niệm Liệt sĩ Phường Mai Dịch, Đường Hồ Tùng Mậu, Phường Từ Liêm, Hà Nội, 10085, Việt Nam", , , 
