ID,Name,link,type1,type2,lat,lon,District,Address,Map_Link,note,Website
147,  TRUNG TÂM ĐÀO TẠO NGHỆ THUẬT MC MỸ VÂN ,https://mcmyvan.com/khoahoc/,"MC, Kỹ năng mềm khác","Đào tạo nhí, Đào tạo người lớn",21.022386,105.843565,Phường Cửa Nam,"TuoiTreGoClub, 91, Phố Trần Hưng Đạo, Phường Cửa Nam, Hà Nội, 11018, Việt Nam",  https://www.google.com/maps/place/TRUNG+T%C3%82M+%C4%90%C3%80O+T%E1%BA%A0O+NGH%E1%BB%86+THU%E1%BA%ACT+MC+M%E1%BB%B8+V%C3%82N/data=!4m7!3m6!1s0x3135ab004ace79bd:0x1fce3d5e12546065!8m2!3d21.0223859!4d105.843565!16s%2Fg%2F11w84nqx2m!19sChIJvXnOSgCrNTERZWBUEl49zh8?authuser=0&hl=en&rclk=1 ,  ,  
150,Trung Tâm Đào Tạo Tài Năng Nhí Kids+,https://www.facebook.com/tainangnhikidsplus/?locale=vi_VN,MC,Đào tạo nhí,21.023794,105.82246,Phường Ô Chợ Dừa,"Trường Đại học Văn hoá Hà Nội, 418, Đường La Thành, Phường Ô Chợ Dừa, Hà Nội, 11511, Việt Nam",  https://www.google.com/maps/place/Trung+T%C3%A2m+%C4%90%C3%A0o+T%E1%BA%A1o+T%C3%A0i+N%C4%83ng+Nh%C3%AD+Kids%2B/data=!4m7!3m6!1s0x3135ab5c1c67145f:0xd3fdf3e8b2b21334!8m2!3d21.0109779!4d105.8201988!16s%2Fg%2F11kk7w05wm!19sChIJXxRnHFyrNTERNBOysujz_dM?authuser=0&hl=en&rclk=1 , ,  
151,  Trung tâm Đào tạo và Nghệ thuật FFC ,https://www.ffc.edu.vn/,"Người mẫu, Hát, Nhạc cụ, Diễn viên, Kỹ năng mềm khác, Nghệ thuật nhí khác",Đào tạo nhí,21.010978,105.820199,Phường Đống Đa,"Phố Trung Liệt, Thái Hà Ấp, Phường Đống Đa, Hà Nội, 11527, Việt Nam", ,  , 
152,  Trung tâm đào tạo và phát triển năng khiếu Happy House ,https://www.facebook.com/ttnangkhieuHappyhouse/,"Hát, Nhạc cụ",Đào tạo nhí,21.007417,105.808141,Phường Thanh Xuân,"VIB, Đường Lê Văn Lương, Phường Thanh Xuân, Hà Nội, 11417, Việt Nam", ,  , 
153,  Trung tâm giáo dục và nghệ thuật FELIX ,https://www.facebook.com/felix.education.academy/photos?locale=vi_VN,Nhạc cụ,"Đào tạo người lớn, Đào tạo nhí",21.011245,105.820052,Phường Đống Đa,"Phố Trung Liệt, Thái Hà Ấp, Phường Đống Đa, Hà Nội, 11527, Việt Nam", ,  , 
154,Trung tâm khuyến nhạc Kidmusic,https://www.facebook.com/p/Trung-t%C3%A2m-khuy%E1%BA%BFn-nh%E1%BA%A1c-Kidmusic-100057140872329/?locale=vi_VN,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.011102,105.820074,Phường Đống Đa,"Phố Trung Liệt, Thái Hà Ấp, Phường Đống Đa, Hà Nội, 11527, Việt Nam", , , 
155,Trung Tâm KIDSTARS,https://kidstars.net/,Nhạc cụ,Đào tạo nhí,21.01073,105.859369,Phường Hai Bà Trưng,"Sửa xe máy Tiến Nam, 111, Ngõ 190 Phố Lò Đúc, Phường Hai Bà Trưng, Hà Nội, 11626, Việt Nam", , , 
156,  Trung tâm Kosmo Art - Lớp Học Nghệ Thuật ,https://www.facebook.com/profile.php?id=100067638589297&sk=photos_albums,"Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,21.046751,105.797361,Phường Nghĩa Đô,"Đường Xuân Tảo, Phường Nghĩa Đô, Hà Nội, 10072, Việt Nam", ,  , 
157,  Trung Tâm Magic Music School ,https://magicmusicschool.com.vn/khoa-hoc/tuyen-sinh-khoa-thang-5-2021-n39-217,"Hát, Nhạc cụ",Đào tạo nhí,21.00997,105.79819,Phường Yên Hòa,"Ngõ 166 Đường Trần Duy Hưng, Trung Kính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", ,  , 
158,Trung tâm năng khiếu Smoo Art, ,Nghệ thuật nhí khác,Đào tạo nhí,21.009164,105.79339,Phường Yên Hòa,"Chung cư Vimeco, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", , , 
159,Trung Tâm Nghệ Thuật Adam,http://dayhocnhac.vn/,"MC, Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",20.995261,105.86954,Phường Vĩnh Tuy,"tiNiWorld, Đường Số 5 Times City, Vinhomes Times City, Phường Vĩnh Tuy, Hà Nội, 11622, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+Ngh%E1%BB%87+Thu%E1%BA%ADt+Adam/data=!4m7!3m6!1s0x3135ab7366c73541:0x6f5af61b3b0b627!8m2!3d21.031726!4d105.8224838!16s%2Fg%2F11b86mltww!19sChIJQTXHZnOrNTERJ7aws2Gv9QY?authuser=0&hl=en&rclk=1, ,http://dayhocnhac.vn/
160,Trung Tâm Nghệ Thuật An Quân, ,"Nhạc cụ, MC",Đào tạo nhí,20.973402,105.75744,Phường Dương Nội,"Khu đô thị An Hưng, Phường Dương Nội, Hà Nội, 10189, Việt Nam", , , 
161,  Trung Tâm Nghệ Thuật Art Beginning ,https://www.facebook.com/p/Trung-T%C3%A2m-Ngh%E1%BB%87-Thu%E1%BA%ADt-Art-Beginning-100067004972723/,Nhạc cụ,Đào tạo nhí,21.044308,105.796149,Phường Nghĩa Đô,"Ngõ 3 Phố Nghĩa Tân, Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam", ,  , 
162,  Trung tâm nghệ thuật Be Singer - Nhà hát múa rối ,https://www.facebook.com/trungtambesinger/photos?locale=vi_VN,"Hát, Nghệ thuật nhí khác",Đào tạo nhí,21.002069,105.822046,Phường Khương Đình,"Ngõ 361 Trường Chinh, Phường Khương Đình, Hà Nội, 11410, Việt Nam", ,  , 
163,Trung tâm nghệ thuật Cánh Diều,https://www.facebook.com/p/Trung-t%C3%A2m-ngh%E1%BB%87-thu%E1%BA%ADt-C%C3%A1nh-Di%E1%BB%81u-61561789615895/,"MC, Nhạc cụ, Hát",Đào tạo người lớn,20.986772,105.799518,Phường Thanh Liệt,"Phường Thanh Liệt, Hà Nội, 12011, Việt Nam",  https://www.google.com/maps/place/Trung+t%C3%A2m+ngh%E1%BB%87+thu%E1%BA%ADt+C%C3%A1nh+Di%E1%BB%81u/data=!4m7!3m6!1s0x3135ad006b70c135:0x89bda109c4586ec!8m2!3d20.9858547!4d105.7987439!16s%2Fg%2F11w4nqht31!19sChIJNcFwawCtNTER7IZFnBDamwg?authuser=0&hl=en&rclk=1 , ,  
164,  Trung Tâm Nghệ Thuật Cremusic ,https://www.facebook.com/Cremusic?locale=vi_VN,"Hát, Nhạc cụ",Đào tạo nhí,20.985855,105.798744,Phường Thanh Liệt,"39, Phố Triều Khúc, Phường Thanh Liệt, Hà Nội, 12011, Việt Nam", ,  , 
165,  Trung Tâm Nghệ Thuật Discover Talent ,https://www.facebook.com/p/Trung-T%C3%A2m-Ngh%E1%BB%87-Thu%E1%BA%ADt-Discover-Talent-100064494744097/?locale=vi_VN,"Nghệ thuật nhí khác, Hát",Đào tạo nhí,21.045529,105.784463,Phường Nghĩa Đô,"Nhà thuốc Hưng Gia, 9, Phố Đặng Thùy Trâm, Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam", ,  , 
166,Trung Tâm Nghệ Thuật Greenland,https://www.facebook.com/TrungTamNgheThuatGreenlandMusic/?locale=vi_VN,"Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,21.033019,105.772653,Phường Từ Liêm,"74, Phố Nguyễn Hoàng, Phường Từ Liêm, Hà Nội, 10085, Việt Nam", , , 
167,Trung Tâm Nghệ Thuật Guitara,https://guitara.vn/,"Nhạc cụ, Hát",Đào tạo người lớn,20.974444,105.763656,Phường Hà Đông,"WinMart+, Phố Nông Quốc Chấn, Khu đô thị Văn Khê, Phường Hà Đông, Hà Nội, 10189, Việt Nam", , , 
168,Trung Tâm Nghệ Thuật Hapi Art,https://www.facebook.com/HapiArt.VN/photos?locale=vi_VN,"Hát, Dance, MC, Nghệ thuật nhí khác",Đào tạo nhí,21.024067,105.846059,Phường Cửa Nam,"Đại sứ quán Cuba, 65, Phố Lý Thường Kiệt, Phường Cửa Nam, Hà Nội, 10242, Việt Nam", , , 
169,  Trung Tâm Nghệ Thuật Happy Melody ,https://www.facebook.com/profile.php?id=61559178102236&sk=photos&locale=vi_VN,Nhạc cụ,Đào tạo nhí,21.031812,105.778062,Phường Từ Liêm,"Học viện Biên phòng, Ngõ 120 Phố Trần Bình, Phường Từ Liêm, Hà Nội, 10085, Việt Nam", ,  , 
170,  Trung tâm Nghệ thuật HappyLand Piano ,https://www.facebook.com/groups/291676811905226/user/100066878640066/,"Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,21.031514,105.778058,Phường Từ Liêm,"Phố Trần Bình, Phường Từ Liêm, Hà Nội, 10085, Việt Nam", ,  , 
171,  Trung Tâm Nghệ Thuật Havana ,https://www.facebook.com/nghethuathavana/?locale=vi_VN,"MC, Nghệ thuật nhí khác",Đào tạo nhí,21.051539,105.792975,Phường Nghĩa Đô,"Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam", ,  , 
172,  Trung Tâm Nghệ Thuật Hoa Hướng Dương (SFAC) ,https://www.facebook.com/hoahuongduongartcenter/?locale=vi_VN,Nhạc cụ,Đào tạo nhí,21.064336,105.884074,Phường Việt Hưng,"Đường 40 m từ đê Ngọc Thụy đến Khu đô thị Thượng Thanh, Phường Việt Hưng, Hà Nội, 91109, Việt Nam", ,  , 
173,Trung tâm Nghệ thuật Hồ Thiên Nga,https://hothiennga.vn/,"MC, Người mẫu, Hát, Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,21.056856,105.888021,Phường Việt Hưng,"Ngõ 20 Phố Thượng Thanh, Phường Việt Hưng, Hà Nội, 11810, Việt Nam", , , 
174,Trung Tâm Nghệ thuật IRIS - Việt Hưng,https://www.facebook.com/IrisArtCenter/?locale=vi_VN,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",20.946762,105.853404,Xã Thanh Trì,"Xã Thanh Trì, Hà Nội, 11707, Việt Nam", , , 
175,  Trung Tâm Nghệ Thuật Khánh Ngân ,https://www.facebook.com/trungtamnghethuatkhanhngan/,"Nhạc cụ, Kỹ năng mềm khác, Nghệ thuật nhí khác, MC, Hát", ,20.992269,105.91262,Xã Bát Tràng,"Thôn 3, Xã Bát Tràng, Hà Nội, 11709, Việt Nam", ,  , 
176,Trung Tâm Nghệ Thuật La Thăng,https://www.facebook.com/LaThangMusicVN/?locale=vi_VN,"Hát, Nhạc cụ",Đào tạo nhí,21.037402,105.679927,Xã Dương Hòa,"Ngõ 58 Đường Đắc Sở 1, Xã Dương Hòa, Hà Nội, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+Ngh%E1%BB%87+Thu%E1%BA%ADt+La+Th%C4%83ng/data=!4m7!3m6!1s0x3135ad37d9cfff93:0x7407fc32ed4d69cd!8m2!3d21.0250362!4d105.8453641!16s%2Fg%2F11c321jxjs!19sChIJk__P2TetNTERzWlN7TL8B3Q?authuser=0&hl=en&rclk=1, ,https://daythanhnhac.vn/
177,Trung tâm nghệ thuật Leo,https://www.facebook.com/leoartcentre/?locale=vi_VN,"Nhạc cụ, Hát",Đào tạo nhí,21.025036,105.845364,Phường Cửa Nam,"Katinat, Phố Quán Sứ, Phường Cửa Nam, Hà Nội, 11018, Việt Nam", , , 
178,  Trung Tâm Nghệ Thuật Music And Me ,https://www.facebook.com/musicandme.art/,"Nhạc cụ, Hát, Nghệ thuật nhí khác",Đào tạo nhí,21.027265,105.828108,Phường Ô Chợ Dừa,"Dandelion Apartments, 55, Ngõ 35 Cát Linh, Phường Ô Chợ Dừa, Hà Nội, 11511, Việt Nam", ,  , 
179,Trung Tâm Nghệ Thuật MV,https://www.facebook.com/trungtamMV/,"MC, Diễn viên, Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,21.031045,105.79008,Phường Cầu Giấy,"Trường Tiểu học Archimedes Academy, Ngõ 2 Phố Thọ Tháp, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam", , , 
180,Trung tâm Nghệ thuật PCS Music,https://www.facebook.com/pcsmusic.thanh.tri/,"Hát, Nhạc cụ",Đào tạo nhí,21.031106,105.790044,Phường Cầu Giấy,"Trường Tiểu học Archimedes Academy, Ngõ 2 Phố Thọ Tháp, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam", , , 
181,Trung Tâm Nghệ Thuật Romantic,https://www.facebook.com/p/Trung-t%C3%A2m-ngh%E1%BB%87-thu%E1%BA%ADt-Romantic-Thanh-Tr%C3%AC-100057608642351/?locale=vi_VN,Nhạc cụ,Đào tạo nhí,20.941573,105.849083,Xã Thanh Trì,"Đường Vũ Lăng, Xã Thanh Trì, Hà Nội, 11707, Việt Nam", , , 
182,Trung Tâm Nghệ Thuật Royal,https://www.facebook.com/trungtamnghethuatroyal/?locale=vi_VN,Nhạc cụ,Đào tạo nhí,21.049263,105.845236,Phường Hồng Hà,"Trường Trung cấp Xây dựng Hà Nội, Đường Số 11, Phường Hồng Hà, Hà Nội, 11025, Việt Nam", , , 
183,Trung Tâm Nghệ Thuật S-Music,https://www.facebook.com/trungtamsmusic/?locale=vi_VN,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",21.006921,105.804574,Phường Yên Hòa,"17T8 Trung Hòa Nhân Chính, 17T8, Ngõ 60 Phố Nguyễn Thị Định, Phường Yên Hòa, Hà Nội, 11312, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+Ngh%E1%BB%87+Thu%E1%BA%ADt+S-Music/data=!4m7!3m6!1s0x3135ad3d9d189b33:0xc6c71f31065bbd8a!8m2!3d21.0093693!4d105.8010088!16s%2Fg%2F11t3cx4nk1!19sChIJM5sYnT2tNTERir1bBjEfx8Y?authuser=0&hl=en&rclk=1, ,http://www.smusic.vn/
184,Trung tâm nghệ thuật Sense Art,https://www.facebook.com/trungtamnghethuatsenseart/?locale=vi_VN,"Nhạc cụ, Hát, Nghệ thuật nhí khác",Đào tạo nhí,21.009369,105.801009,Phường Yên Hòa,"17T2 Trung Hòa Nhân Chính, 17T2, Phố Hoàng Đạo Thúy, Khu đô thị Trung Hòa – Nhân Chính, Phường Yên Hòa, Hà Nội, 11312, Việt Nam", , , 
185,Trung Tâm Nghệ Thuật Soleil,https://www.facebook.com/Soleil.musiccenter/,"MC, Hát, Nhạc cụ, Dance, Nghệ thuật nhí khác",Đào tạo nhí,21.033301,105.761415,Phường Từ Liêm,"Ngõ 47 Lưu Hữu Phước, Khu đô thị Mỹ Đình 1, Phường Từ Liêm, Hà Nội, 10085, Việt Nam", , , 
186,Trung Tâm Nghệ Thuật SON MUSIC,https://www.facebook.com/profile.php?id=100076563016855,Nhạc cụ,"Đào tạo nhí, Đào tạo người lớn",21.048122,105.795323,Phường Nghĩa Đô,"Ngách 6 Ngõ 7 Nghĩa Đô, Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+Ngh%E1%BB%87+Thu%E1%BA%ADt+SON+MUSIC/data=!4m7!3m6!1s0x3135ad29507f4827:0x8204716980efd597!8m2!3d20.9827903!4d105.815379!16s%2Fg%2F11rv2trj32!19sChIJJ0h_UCmtNTERl9XvgGlxBII?authuser=0&hl=en&rclk=1, ,https://www.facebook.com/profile.php?id=100076563016855
187,  Trung Tâm Nghệ Thuật Sunshine Melody ,https://www.facebook.com/trungtamnghethuatsunshinemelody/?locale=vi_VN,"Hát, Nhạc cụ, Nghệ thuật nhí khác",Đào tạo nhí,20.960768,105.800559,Phường Thanh Liệt,"Đường Cầu Bươu, Phường Thanh Liệt, Hà Nội, 10135, Việt Nam", ,  , 
188,  Trung Tâm Nghệ Thuật The Light ,https://www.facebook.com/thelightpiano/?locale=vi_VN,"Hát, Nhạc cụ, Nghệ thuật nhí khác","Đào tạo nhí, Đào tạo người lớn",21.017082,105.812586,Phường Láng,"Ngõ 45 Phố Nguyên Hồng, Phường Láng, Hà Nội, 11528, Việt Nam", ,  , 
189,  Trung Tâm Nghệ Thuật Thynk Junior ,https://www.facebook.com/ThynkJunior/?locale=vi_VN,"Nhạc cụ, Nghệ thuật nhí khác, Hát","Đào tạo nhí, Đào tạo người lớn",21.046261,105.792702,Phường Nghĩa Đô,"Tổng công ty Lưu ký và Bù trừ chứng khoán Việt Nam, 112, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Hà Nội, 11307, Việt Nam", ,  , 
190,Trung Tâm Piano Musiclight Hằng Nga,https://pianohangnga.com/dao-tao-33.html,Nhạc cụ,"Đào tạo người lớn, Đào tạo nhí",21.044991,105.792835,Phường Nghĩa Đô,"Thuỳ Chi Art & Yoga, Số 1 Tầng 4 A24, Ngõ 385 Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Hà Nội, 10000, Việt Nam",  https://www.google.com/maps/place/Trung+T%C3%A2m+Piano+Musiclight+H%E1%BA%B1ng+Nga/data=!4m7!3m6!1s0x3135ad6e924d670b:0x51b670e76593b335!8m2!3d20.9807691!4d105.7995584!16s%2Fg%2F11fphglzv1!19sChIJC2dNkm6tNTERNbOTZedwtlE?authuser=0&hl=en&rclk=1 , ,  
191,Trung Tâm Piano River Music,https://www.facebook.com/rivermusichadong/,Nhạc cụ,Đào tạo nhí,20.980769,105.799558,Phường Thanh Liệt,"Ngõ 188 Phố Triều Khúc, Phường Thanh Liệt, Hà Nội, 10135, Việt Nam", , , 
192,  Trung Tâm Piano Và Nghệ Thuật Cho Trẻ Em - Magic Music School ,https://www.facebook.com/magicmusicschool.com.vn/?locale=vi_VN,"Hát, Nhạc cụ","Đào tạo nhí, Đào tạo người lớn",20.968212,105.77112,Phường Hà Đông,"Phố Thành Công, Phường Hà Đông, Hà Nội, 10189, Việt Nam", ,  , 
193,Trung Tâm Smile Music,https://www.facebook.com/guitarlinhnam/?locale=vi_VN,"Nhạc cụ, Hát",Đào tạo nhí,20.986376,105.869937,Phường Tương Mai,"Đường Lĩnh Nam, Phường Tương Mai, Hà Nội, 11715, Việt Nam",  https://www.google.com/maps/place/Trung+T%C3%A2m+Smile+Music/data=!4m7!3m6!1s0x3135ac192db1e5ad:0xb01f9d263461b56f!8m2!3d20.9861434!4d105.8699211!16s%2Fg%2F11j8wk_zg_!19sChIJreWxLRmsNTERb7VhNCadH7A?authuser=0&hl=en&rclk=1 , ,  
194,Trung Tâm Sol Piano,https://www.facebook.com/solpianoankhanh/,Nhạc cụ,Đào tạo nhí,20.986143,105.869921,Phường Tương Mai,"Đường Lĩnh Nam, Phường Tương Mai, Hà Nội, 11715, Việt Nam", , , 
195,Trung Tâm Tài Năng Pink Arts,https://www.facebook.com/pinkcloud.edu.vn/?locale=vi_VN,"Nhạc cụ, Hát, MC, Nghệ thuật nhí khác",Đào tạo nhí,21.003066,105.731355,Xã An Khánh,"Khu đô thị mới Lê Trọng Tấn Geleximco - Khu A, Xã An Khánh, Hà Nội, 10070, Việt Nam", , , 
196,  Trung Tâm TED Saigon Art Education Center ,https://tedsaigon.edu.vn/chi-nhanh/,"Nhạc cụ, Nghệ thuật nhí khác","Đào tạo nhí, Đào tạo người lớn",21.02727,105.78669,Phường Cầu Giấy,"Sky Park Residence, 3, Phố Tôn Thất Thuyết, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam", ,  , 
197,Trung Tâm Thanh Nhạc EDUMESA,https://edumesa.vn/,Hát,"Đào tạo nhí, Đào tạo người lớn",21.034406,105.816693,Phường Ngọc Hà,"Ngõ 34 Phố Vạn Bảo, Phường Ngọc Hà, Hà Nội, 11119, Việt Nam",https://www.google.com/maps/place/Trung+T%C3%A2m+Thanh+Nh%E1%BA%A1c+EDUMESA/data=!4m7!3m6!1s0x3135ab1289c400d3:0xe2ffc8f48b067e6d!8m2!3d21.0364702!4d105.8163968!16s%2Fg%2F11c42m8f6c!19sChIJ0wDEiRKrNTERbX4Gi_TI_-I?authuser=0&hl=en&rclk=1, ,https://edumesa.vn/
198,Trung tâm Thanh nhạc Pageno Music,https://pagenomusic.com/,"Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",21.03647,105.816397,Phường Ngọc Hà,"Trung tâm Văn hóa và Phát triển Năng lực số Thanh niên, Phố Đội Cấn, Liễu Giai, Phường Ngọc Hà, Hà Nội, 11119, Việt Nam",https://www.google.com/maps/place/Trung+t%C3%A2m+Thanh+nh%E1%BA%A1c+Pageno+Music/data=!4m7!3m6!1s0x3135ab52fe0f7d35:0x9311a435436ec0cd!8m2!3d21.0163128!4d105.8243356!16s%2Fg%2F11w9y_d6_3!19sChIJNX0P_lKrNTERzcBuQzWkEZM?authuser=0&hl=en&rclk=1, ,https://pagenomusic.com/
199,  Trung Tâm Việt Thương Music School ,https://vietthuong.edu.vn/,"Nhạc cụ, Hát","Đào tạo nhí, Đào tạo người lớn",21.016313,105.824336,Phường Đống Đa,"Ngõ 25 Phố Võ Văn Dũng, Phường Đống Đa, Hà Nội, 11527, Việt Nam", ,  , 
200,Viện Âm Nhạc Hà Nội,http://vienamnhachanoi.edu.vn/,"Hát, Nhạc cụ","Đào tạo người lớn, Đào tạo nhí",21.03545,105.794688,Phường Cầu Giấy,"BHD Star Discovery Cầu Giấy, 302, Đường Cầu Giấy, Phường Cầu Giấy, Hà Nội, 11314, Việt Nam",https://www.google.com/maps/place/Vi%E1%BB%87n+%C3%82m+Nh%E1%BA%A1c+H%C3%A0+N%E1%BB%99i/data=!4m7!3m6!1s0x3135ab8c88d59d59:0x2671b5772c329c6b!8m2!3d21.0142458!4d105.8500417!16s%2Fg%2F11ggvxd930!19sChIJWZ3ViIyrNTERa5wyLHe1cSY?authuser=0&hl=en&rclk=1, ,http://vienamnhachanoi.edu.vn/
201,Wekid - Đào tạo mc nhí,https://wekid.vn/,MC,Đào tạo nhí,21.002915,105.802426,Phường Thanh Xuân,"Golden West Residence, 2, Phố Lê Văn Thiêm, Phường Thanh Xuân, Hà Nội, 11417, Việt Nam",https://www.google.com/maps/place/Wekid+-+%C4%90a%CC%80o+ta%CC%A3o+mc+nhi%CC%81/data=!4m7!3m6!1s0x3135abea62a36aa5:0x18e69dfd834d3424!8m2!3d21.0074812!4d105.805912!16s%2Fg%2F11h3tg_x8s!19sChIJpWqjYuqrNTERJDRNg_2d5hg?authuser=0&hl=en&rclk=1, ,https://wekid.vn/
202,Wise MC - Đào tạo MC thực chiến,https://www.facebook.com/daynghemc/?locale=vi_VN,MC,Đào tạo người lớn,21.007481,105.805912,Phường Yên Hòa,"Ngõ 131 Phố Nguyễn Thị Định, Phường Yên Hòa, Hà Nội, 11312, Việt Nam",  https://www.google.com/maps/place/Wise+MC+-+%C4%90%C3%A0o+t%E1%BA%A1o+MC+th%E1%BB%B1c+chi%E1%BA%BFn/data=!4m7!3m6!1s0x31345300557789c7:0x1c6fe2c1d0bbf0c1!8m2!3d20.984048!4d105.7698593!16s%2Fg%2F11w1qpf5jw!19sChIJx4l3VQBTNDERwfC70MHibxw?authuser=0&hl=en&rclk=1 , ,  
203,Xuan Lan's Academy,https://xuanlanacademy.vn/,Người mẫu,Đào tạo người lớn,20.984048,105.769859,Phường Hà Đông,"Làng Nghề Vạn Phúc, Phường Hà Đông, Hà Nội, 10070, Việt Nam", , , 
204,Yamaha Music School,https://vn.yamaha.com/vi/education/course-categories/children/,"Hát, Nhạc cụ","Đào tạo người lớn, Đào tạo nhí",21.015087,105.852534,Phường Hai Bà Trưng,"WinMart+, 17, Phố Hoà Mã, Phường Hai Bà Trưng, Hà Nội, 11626, Việt Nam", , , 
